,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
36,36,36,36,42,12856,George Springer,TOR,32,0.251,0.331,0.464,0.733,543807,141,Jordan Hicks,0,Busch Stadium,15,663855,4.63,5.84,8.66,1.3,0.188,0.25,0.333,0.25,0.333,0.333,True
37,37,37,37,43,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Noah Syndergaard,0,Angel Stadium,4,592789,7.2,19.8,3.6,2.2,0.44,0.0,0.5,0.0,0.25,0.0,True
38,38,38,38,44,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Corbin Burnes,1,Petco Park,31,669203,2.45,5.89,11.58,0.93,0.183,0.0,0.4,0.0,0.25,0.333,True
39,39,39,39,45,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Bruce Zimmermann,1,Yankee Stadium,6,669145,5.85,11.84,6.12,1.48,0.322,0.333,0.5,0.0,0.0,0.5,True
40,40,40,40,46,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Dane Dunning,1,Angel Stadium,4,641540,4.04,8.79,7.84,1.36,0.257,0.4,0.5,0.0,0.0,0.2,False
41,41,41,41,47,9241,Starling Marte,NYM,33,0.292,0.344,0.458,0.775,516782,121,Logan Webb,0,Oracle Park,9,657277,3.17,7.99,7.29,1.15,0.237,0.2,0.4,0.25,0.2,0.75,True
42,42,42,42,50,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Framber Valdez,0,Minute Maid Park,32,664285,2.87,7.13,8.0,1.15,0.217,0.25,0.25,0.5,0.333,0.0,False
43,43,43,43,51,19612,Bo Bichette,TOR,24,0.263,0.304,0.436,0.775,666182,141,Jordan Hicks,0,Busch Stadium,15,663855,4.63,5.84,8.66,1.3,0.188,0.0,0.0,0.5,0.25,0.0,True
44,44,44,44,52,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Roansy Contreras,0,PNC Park,10,672710,3.78,8.46,9.0,1.38,0.244,0.0,0.0,0.2,0.0,0.5,True
45,45,45,45,53,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Noah Syndergaard,0,Angel Stadium,4,592789,7.2,19.8,3.6,2.2,0.44,0.25,0.25,0.333,0.25,0.6,False
46,46,46,46,54,13066,Teoscar Hernandez,TOR,29,0.273,0.325,0.494,0.669,606192,141,Jordan Hicks,0,Busch Stadium,15,663855,4.63,5.84,8.66,1.3,0.188,0.0,0.0,0.0,0.0,0.25,True
47,47,47,47,55,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Nick Pivetta,1,Guaranteed Rate Field,23,601713,4.51,8.73,8.66,1.33,0.253,0.6,0.5,0.667,0.6,0.0,True
48,48,48,48,56,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Jordan Montgomery,0,Yankee Stadium,6,656756,0.0,3.6,1.8,0.6,0.125,0.2,0.167,0.0,0.4,0.0,False
49,49,49,49,57,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Kyle Gibson,1,Truist Park,12,502043,4.36,8.01,6.85,1.17,0.238,0.333,0.0,0.2,0.0,0.5,True
50,50,50,50,58,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Roansy Contreras,0,PNC Park,10,672710,3.78,8.46,9.0,1.38,0.244,0.0,0.25,0.75,0.333,0.25,False
51,51,51,51,59,5827,Wilmer Flores,SFG,30,0.251,0.334,0.444,0.8290000000000001,527038,137,Chris Bassitt,1,Oracle Park,9,605135,3.39,7.75,8.93,1.12,0.23,0.0,0.0,0.25,0.4,0.25,True
52,52,52,52,60,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.25,0.0,0.4,0.5,0.2,True
53,53,53,53,61,16426,Thairo Estrada,SFG,26,0.269,0.319,0.42,0.813,642731,137,Chris Bassitt,1,Oracle Park,9,605135,3.39,7.75,8.93,1.12,0.23,0.0,0.333,0.0,0.4,1.0,True
54,54,54,54,63,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Jordan Montgomery,0,Yankee Stadium,6,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.0,0.0,0.333,0.0,True
55,55,55,55,64,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.333,0.25,0.5,0.25,True
56,56,56,56,65,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Jordan Montgomery,0,Yankee Stadium,6,656756,0.0,3.6,1.8,0.6,0.125,0.167,0.333,0.2,0.75,0.0,False
57,57,57,57,66,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Roansy Contreras,0,PNC Park,10,672710,3.78,8.46,9.0,1.38,0.244,0.333,0.25,0.5,0.25,0.0,True
58,58,58,58,67,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Logan Webb,0,Oracle Park,9,657277,3.17,7.99,7.29,1.15,0.237,0.4,0.25,0.0,0.2,0.667,True
59,59,59,59,68,19997,Santiago Espinal,TOR,27,0.263,0.313,0.378,0.8490000000000001,669289,141,Jordan Hicks,0,Busch Stadium,15,663855,4.63,5.84,8.66,1.3,0.188,0.25,0.25,0.25,0.5,0.5,False
60,60,60,60,69,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Roansy Contreras,0,PNC Park,10,672710,3.78,8.46,9.0,1.38,0.244,0.25,0.5,0.333,0.25,0.25,True
61,61,61,61,70,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Bruce Zimmermann,1,Yankee Stadium,6,669145,5.85,11.84,6.12,1.48,0.322,0.25,0.0,0.0,0.25,0.0,True
62,62,62,62,71,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,James Kaprielian,1,T-Mobile Park,27,621076,4.38,7.97,6.28,1.32,0.235,0.0,0.0,0.5,0.0,0.25,True
63,63,63,63,72,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Kyle Freeland,1,PNC Park,10,607536,4.56,9.5,6.66,1.36,0.272,0.0,0.0,0.5,0.5,0.667,False
64,64,64,64,74,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Jordan Montgomery,0,Yankee Stadium,6,656756,0.0,3.6,1.8,0.6,0.125,0.5,1.0,0.25,0.2,0.0,True
65,65,65,65,75,5235,Justin Turner,LAD,37,0.26,0.334,0.41,0.8220000000000001,457759,119,Josiah Gray,0,Nationals Park,29,680686,4.92,7.9,10.36,1.31,0.233,0.0,0.75,0.0,0.25,0.25,False
66,66,66,66,76,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.5,0.2,0.25,0.0,0.25,True
67,67,67,67,78,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Bruce Zimmermann,1,Yankee Stadium,6,669145,5.85,11.84,6.12,1.48,0.322,0.0,0.5,0.333,0.0,0.0,True
68,68,68,68,79,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Shane McClanahan,0,Tropicana Field,21,663556,2.24,5.89,11.29,0.83,0.184,0.0,0.75,1.0,0.0,0.0,True
69,69,69,69,80,14854,Mike Yastrzemski,SFG,31,0.22,0.315,0.393,0.797,573262,137,Chris Bassitt,1,Oracle Park,9,605135,3.39,7.75,8.93,1.12,0.23,0.25,0.5,0.333,0.5,0.5,True
70,70,70,70,81,19610,Keibert Ruiz,WSN,23,0.247,0.307,0.359,0.86,660688,120,Walker Buehler,1,Nationals Park,29,621111,4.02,9.28,8.03,1.29,0.263,0.0,0.2,0.667,1.0,0.0,True
71,71,71,71,82,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Zac Gallen,0,Chase Field,13,668678,3.12,6.62,8.67,1.02,0.203,0.2,0.25,0.0,0.0,0.667,False
72,72,72,72,83,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Framber Valdez,0,Minute Maid Park,32,664285,2.87,7.13,8.0,1.15,0.217,0.25,0.0,0.75,0.0,0.333,True
73,73,73,73,85,13602,Patrick Wisdom,CHC,30,0.22,0.315,0.443,0.6659999999999999,621550,112,Tyler Mahle,0,Great American Ball Park,8,641816,6.0,7.5,7.5,1.0,0.238,0.25,0.667,0.25,0.25,0.0,True
74,74,74,74,86,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Jordan Montgomery,0,Yankee Stadium,6,656756,0.0,3.6,1.8,0.6,0.125,0.0,0.5,0.0,0.0,0.25,True
75,75,75,75,87,18564,Trent Grisham,SDP,25,0.192,0.29,0.355,0.772,663757,135,Corbin Burnes,1,Petco Park,31,669203,2.45,5.89,11.58,0.93,0.183,0.5,0.0,0.0,0.2,0.0,False
76,76,76,76,88,6184,J.D. Martinez,BOS,34,0.281,0.345,0.447,0.716,502110,111,Dylan Cease,0,Guaranteed Rate Field,23,656302,1.98,6.53,12.18,1.16,0.198,0.333,0.5,0.8,0.0,0.6,True
77,77,77,77,89,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Logan Webb,0,Oracle Park,9,657277,3.17,7.99,7.29,1.15,0.237,0.4,0.25,0.0,0.0,0.0,True
78,78,78,78,90,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,James Kaprielian,1,T-Mobile Park,27,621076,4.38,7.97,6.28,1.32,0.235,0.2,0.6,0.0,0.0,0.0,False
79,79,79,79,91,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.4,0.333,0.0,0.0,0.25,True
80,80,80,80,92,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Noah Syndergaard,0,Angel Stadium,4,592789,7.2,19.8,3.6,2.2,0.44,0.333,0.5,0.5,0.2,0.5,False
81,81,81,81,93,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Pablo Lopez,1,Tropicana Field,21,641154,3.57,7.79,9.1,1.16,0.232,0.4,1.0,0.8,0.0,0.333,True
82,82,82,82,95,13301,Max Muncy,LAD,31,0.178,0.316,0.349,0.753,571970,119,Josiah Gray,0,Nationals Park,29,680686,4.92,7.9,10.36,1.31,0.233,0.2,0.0,0.0,0.25,0.333,False
83,83,83,83,99,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.4,0.25,0.25,0.0,0.25,False
84,84,84,84,101,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,James Kaprielian,1,T-Mobile Park,27,621076,4.38,7.97,6.28,1.32,0.235,0.0,0.25,0.0,0.25,0.2,True
85,85,85,85,102,16512,Isiah Kiner-Falefa,NYY,27,0.268,0.312,0.315,0.892,643396,147,Bruce Zimmermann,1,Yankee Stadium,6,669145,5.85,11.84,6.12,1.48,0.322,0.0,0.0,0.25,0.25,0.667,True
86,86,86,86,103,7859,Charlie Blackmon,COL,35,0.263,0.314,0.446,0.816,453568,115,Roansy Contreras,0,PNC Park,10,672710,3.78,8.46,9.0,1.38,0.244,0.25,0.25,0.0,0.5,0.25,True
87,87,87,87,104,24655,Owen Miller,CLE,25,0.238,0.296,0.359,0.8370000000000001,680911,114,Framber Valdez,0,Minute Maid Park,32,664285,2.87,7.13,8.0,1.15,0.217,0.0,0.5,0.0,0.25,0.25,True
88,88,88,88,105,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,0.226,0.2,0.25,0.6,0.0,0.2,False
89,89,89,89,106,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Roansy Contreras,0,PNC Park,10,672710,3.78,8.46,9.0,1.38,0.244,0.4,0.0,0.6,0.2,1.0,True
90,90,90,90,107,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Roansy Contreras,0,PNC Park,10,672710,3.78,8.46,9.0,1.38,0.244,0.0,0.25,0.5,0.25,0.25,True
91,91,91,91,108,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Zac Gallen,0,Chase Field,13,668678,3.12,6.62,8.67,1.02,0.203,0.25,0.2,0.0,0.0,0.75,False
92,92,92,92,109,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Shane McClanahan,0,Tropicana Field,21,663556,2.24,5.89,11.29,0.83,0.184,0.5,0.0,0.4,0.0,0.5,True
93,93,93,93,110,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Walker Buehler,1,Nationals Park,29,621111,4.02,9.28,8.03,1.29,0.263,0.333,0.5,0.25,0.0,0.4,True
94,94,94,94,111,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Zach Plesac,1,Minute Maid Park,32,668676,4.49,9.39,6.9,1.35,0.262,0.0,0.25,0.0,0.0,0.0,False
95,95,95,95,112,18607,Jared Walsh,LAA,28,0.225,0.27,0.392,0.753,665120,108,Dane Dunning,1,Angel Stadium,4,641540,4.04,8.79,7.84,1.36,0.257,0.0,0.0,0.5,0.0,0.333,True
96,96,96,96,113,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Shane McClanahan,0,Tropicana Field,21,663556,2.24,5.89,11.29,0.83,0.184,0.0,0.25,0.25,0.0,0.25,False
97,97,97,97,114,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Marcus Stroman,1,Great American Ball Park,8,573186,4.2,8.17,8.39,1.16,0.239,0.0,0.333,0.25,0.25,0.0,True
98,98,98,98,115,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Noah Syndergaard,0,Angel Stadium,4,592789,7.2,19.8,3.6,2.2,0.44,0.25,0.25,0.25,0.25,0.667,False
99,99,99,99,116,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Walker Buehler,1,Nationals Park,29,621111,4.02,9.28,8.03,1.29,0.263,0.25,0.667,0.333,0.5,0.0,True
100,100,100,100,117,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Walker Buehler,1,Nationals Park,29,621111,4.02,9.28,8.03,1.29,0.263,0.0,0.5,0.25,0.25,0.4,False
101,101,101,101,118,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Sonny Gray,0,Target Field,26,543243,3.19,7.29,8.43,1.11,0.219,0.4,0.25,0.0,0.0,0.25,True
102,102,102,102,119,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Max Fried,0,Truist Park,12,608331,2.6,8.07,8.26,1.08,0.237,0.0,0.5,0.0,0.0,0.0,True
103,103,103,103,120,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Kyle Gibson,1,Truist Park,12,502043,4.36,8.01,6.85,1.17,0.238,0.5,0.25,0.25,0.4,0.4,True
