,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
20,19251,Pete Alonso,NYM,27,0.281,0.361,0.54,0.778,624413,121,Patrick Corbin,0.0,Nationals Park,29.0,571578,7.02,13.13,8.32,1.82,.331,0.4,0.0,0.0,0.333,1.0,True
21,18345,Kyle Tucker,HOU,25,0.249,0.336,0.466,0.8079999999999999,663656,117,Nathan Eovaldi,1.0,Minute Maid Park,32.0,543135,4.15,9.75,8.67,1.26,.270,0.25,0.0,0.25,0.0,0.0,False
23,19955,Gavin Lux,LAD,24,0.296,0.372,0.423,0.818,666158,119,Logan Webb,0.0,Oracle Park,9.0,657277,3.00,7.86,7.44,1.13,.234,0.0,0.0,0.0,0.6,0.75,False
24,10815,Jurickson Profar,SDP,29,0.254,0.345,0.416,0.831,595777,135,Antonio Senzatela,1.0,Petco Park,31.0,622608,4.67,12.61,5.16,1.65,.343,0.5,0.4,0.0,0.5,0.0,True
25,19918,Daulton Varsho,ARI,25,0.241,0.315,0.43,0.782,662139,109,Cal Quantrill,0.0,Progressive Field,7.0,615698,3.67,8.58,5.95,1.22,.255,0.0,0.333,0.5,0.0,0.0,True
26,18568,Luis Arraez,MIN,25,0.332,0.398,0.442,0.9329999999999999,650333,142,Tarik Skubal,1.0,Target Field,26.0,669373,3.52,7.95,8.95,1.16,.237,0.25,0.2,0.667,0.0,0.0,True
27,19287,Adolis Garcia,TEX,29,0.255,0.304,0.458,0.68,666969,140,Spenser Watkins,1.0,Globe Life Field,14.0,657093,4.23,9.58,5.72,1.37,.268,0.0,0.2,0.2,0.0,0.333,False
28,12552,Eugenio Suarez,SEA,30,0.226,0.33,0.414,0.6759999999999999,553993,136,Domingo German,0.0,Yankee Stadium,6.0,593334,4.18,9.89,6.46,1.44,.277,0.25,0.333,0.0,0.0,0.0,True
29,27506,Ha-seong Kim,SDP,26,0.249,0.325,0.374,0.83,673490,135,Antonio Senzatela,1.0,Petco Park,31.0,622608,4.67,12.61,5.16,1.65,.343,0.333,0.333,0.667,0.25,0.0,False
31,15112,Ryan McMahon,COL,27,0.243,0.339,0.401,0.753,641857,115,Mike Clevinger,0.0,Petco Park,31.0,605182,3.47,7.59,8.36,1.14,.223,0.0,0.0,0.0,0.5,0.333,True
34,9241,Starling Marte,NYM,33,0.292,0.343,0.458,0.775,516782,121,Patrick Corbin,0.0,Nationals Park,29.0,571578,7.02,13.13,8.32,1.82,.331,0.0,0.6,0.4,0.5,0.5,True
35,13419,Christian Walker,ARI,31,0.213,0.313,0.456,0.774,572233,109,Cal Quantrill,0.0,Progressive Field,7.0,615698,3.67,8.58,5.95,1.22,.255,0.25,0.0,0.0,0.0,0.333,True
36,12533,Marcus Semien,TEX,31,0.24,0.3,0.407,0.809,543760,140,Spenser Watkins,1.0,Globe Life Field,14.0,657093,4.23,9.58,5.72,1.37,.268,0.333,0.6,0.2,0.25,0.0,False
37,3473,Anthony Rizzo,NYY,32,0.224,0.342,0.504,0.7959999999999999,519203,147,Marco Gonzales,1.0,Yankee Stadium,6.0,594835,4.18,9.88,5.15,1.41,.280,0.5,0.5,0.0,0.0,0.5,True
38,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Daniel Lynch,1.0,Guaranteed Rate Field,23.0,663738,4.52,9.75,9.14,1.51,.271,0.25,0.5,0.333,0.4,0.2,True
39,17273,Jorge Mateo,BAL,27,0.23,0.277,0.404,0.698,622761,110,Jon Gray,0.0,Globe Life Field,14.0,592351,3.83,7.58,10.10,1.17,.224,0.0,0.25,0.0,0.5,0.333,True
40,15518,Amed Rosario,CLE,26,0.284,0.318,0.407,0.823,642708,114,Zach Davies,1.0,Progressive Field,7.0,605200,4.11,7.73,6.65,1.21,.229,0.2,0.2,0.25,0.0,0.4,True
41,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Mike Clevinger,0.0,Petco Park,31.0,605182,3.47,7.59,8.36,1.14,.223,0.0,0.0,0.0,0.2,0.0,True
42,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Andrew Heaney,1.0,Oracle Park,9.0,571760,1.16,6.10,12.19,1.00,.183,0.25,0.6,0.0,0.25,0.25,True
43,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Mike Clevinger,0.0,Petco Park,31.0,605182,3.47,7.59,8.36,1.14,.223,0.333,0.5,0.667,0.0,0.5,True
44,13152,Jorge Polanco,MIN,28,0.234,0.346,0.409,0.7759999999999999,593871,142,Tarik Skubal,1.0,Target Field,26.0,669373,3.52,7.95,8.95,1.16,.237,0.0,0.0,0.0,0.0,0.0,True
46,14551,Anthony Santander,BAL,27,0.263,0.342,0.463,0.807,623993,110,Jon Gray,0.0,Globe Life Field,14.0,592351,3.83,7.58,10.10,1.17,.224,0.75,0.25,0.75,0.5,0.25,True
47,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Mike Clevinger,0.0,Petco Park,31.0,605182,3.47,7.59,8.36,1.14,.223,0.25,0.75,0.25,1.0,0.667,True
48,14854,Mike Yastrzemski,SFG,31,0.225,0.321,0.409,0.797,573262,137,Andrew Heaney,1.0,Oracle Park,9.0,571760,1.16,6.10,12.19,1.00,.183,0.25,0.0,0.2,0.0,0.0,False
49,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Domingo German,0.0,Yankee Stadium,6.0,593334,4.18,9.89,6.46,1.44,.277,0.0,0.25,0.0,0.5,0.667,False
50,13613,Ketel Marte,ARI,28,0.258,0.341,0.438,0.8059999999999999,606466,109,Cal Quantrill,0.0,Progressive Field,7.0,615698,3.67,8.58,5.95,1.22,.255,0.0,0.25,0.0,0.5,0.25,False
51,14162,Carlos Correa,MIN,27,0.263,0.339,0.425,0.7809999999999999,621043,142,Tarik Skubal,1.0,Target Field,26.0,669373,3.52,7.95,8.95,1.16,.237,0.0,0.2,0.0,0.0,0.2,True
52,11445,Mark Canha,NYM,33,0.262,0.366,0.366,0.789,592192,121,Patrick Corbin,0.0,Nationals Park,29.0,571578,7.02,13.13,8.32,1.82,.331,0.6,0.2,0.25,0.0,0.667,True
54,16997,Gleyber Torres,NYY,25,0.249,0.302,0.441,0.7340000000000001,650402,147,Marco Gonzales,1.0,Yankee Stadium,6.0,594835,4.18,9.88,5.15,1.41,.280,0.0,0.2,0.4,0.333,0.25,False
56,5038,Josh Donaldson,NYY,36,0.226,0.308,0.395,0.698,518626,147,Marco Gonzales,1.0,Yankee Stadium,6.0,594835,4.18,9.88,5.15,1.41,.280,0.0,0.0,0.2,0.0,0.25,True
57,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Marco Gonzales,1.0,Yankee Stadium,6.0,594835,4.18,9.88,5.15,1.41,.280,0.0,0.0,0.0,0.0,0.25,False
59,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Logan Webb,0.0,Oracle Park,9.0,657277,3.00,7.86,7.44,1.13,.234,0.5,0.0,0.2,0.25,0.25,False
60,18564,Trent Grisham,SDP,25,0.197,0.296,0.365,0.773,663757,135,Antonio Senzatela,1.0,Petco Park,31.0,622608,4.67,12.61,5.16,1.65,.343,0.333,0.25,0.25,0.25,0.0,True
61,19610,Keibert Ruiz,WSN,23,0.245,0.304,0.356,0.8590000000000001,660688,120,Max Scherzer,1.0,Nationals Park,29.0,453286,1.93,6.84,11.05,0.93,.209,0.25,0.25,0.2,0.0,1.0,False
62,19339,Nicky Lopez,KCR,27,0.243,0.298,0.287,0.84,670032,118,Michael Kopech,0.0,Guaranteed Rate Field,23.0,656629,3.18,6.28,8.25,1.18,.195,0.0,0.333,0.25,0.0,0.0,True
63,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Luis Garcia,0.0,Minute Maid Park,32.0,472610,3.43,8.79,9.64,1.26,.252,0.25,0.25,0.5,0.5,0.5,True
64,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Domingo German,0.0,Yankee Stadium,6.0,593334,4.18,9.89,6.46,1.44,.277,0.5,0.5,0.0,0.333,0.25,True
65,17620,Myles Straw,CLE,27,0.21,0.288,0.268,0.894,664702,114,Zach Davies,1.0,Progressive Field,7.0,605200,4.11,7.73,6.65,1.21,.229,0.5,0.25,0.0,0.333,0.5,False
66,11265,Jonathan Schoop,DET,30,0.202,0.236,0.312,0.753,570731,116,Aaron Sanchez,0.0,Target Field,26.0,592717,3.60,7.20,14.40,1.20,.211,0.333,0.0,0.25,0.5,0.25,False
67,6184,J.D. Martinez,BOS,34,0.281,0.346,0.443,0.715,502110,111,Luis Garcia,0.0,Minute Maid Park,32.0,472610,3.43,8.79,9.64,1.26,.252,0.5,0.0,0.0,0.0,0.0,True
68,10681,Gio Urshela,MIN,30,0.268,0.309,0.439,0.805,570482,142,Tarik Skubal,1.0,Target Field,26.0,669373,3.52,7.95,8.95,1.16,.237,0.333,0.4,0.333,0.333,0.25,True
69,18373,Ryan Mountcastle,BAL,25,0.255,0.299,0.435,0.721,663624,110,Jon Gray,0.0,Globe Life Field,14.0,592351,3.83,7.58,10.10,1.17,.224,0.333,0.0,0.0,0.2,0.0,True
70,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,Logan Webb,0.0,Oracle Park,9.0,657277,3.00,7.86,7.44,1.13,.234,0.0,0.333,0.25,0.2,0.0,True
71,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Patrick Corbin,0.0,Nationals Park,29.0,571578,7.02,13.13,8.32,1.82,.331,0.25,0.5,0.25,0.25,0.0,False
73,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Spenser Watkins,1.0,Globe Life Field,14.0,657093,4.23,9.58,5.72,1.37,.268,0.25,0.2,0.25,0.5,1.0,True
74,26197,Andrew Vaughn,CHW,24,0.296,0.346,0.466,0.8270000000000001,683734,145,Daniel Lynch,1.0,Guaranteed Rate Field,23.0,663738,4.52,9.75,9.14,1.51,.271,0.0,0.333,0.0,0.0,0.25,True
75,14813,Kyle Farmer,CIN,31,0.254,0.327,0.368,0.825,571657,113,Jesus Luzardo,0.0,loanDepot park,20.0,666200,3.72,5.87,11.35,1.07,.181,0.0,0.5,0.0,0.0,0.25,True
76,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Domingo German,0.0,Yankee Stadium,6.0,593334,4.18,9.89,6.46,1.44,.277,0.25,0.5,0.333,0.0,0.0,True
77,24655,Owen Miller,CLE,25,0.24,0.296,0.359,0.838,680911,114,Zach Davies,1.0,Progressive Field,7.0,605200,4.11,7.73,6.65,1.21,.229,0.5,0.25,0.2,0.2,0.0,True
78,16512,Isiah Kiner-Falefa,NYY,27,0.265,0.31,0.311,0.893,643396,147,Marco Gonzales,1.0,Yankee Stadium,6.0,594835,4.18,9.88,5.15,1.41,.280,0.0,0.0,0.25,0.25,0.667,True
79,7859,Charlie Blackmon,COL,35,0.262,0.313,0.439,0.821,453568,115,Mike Clevinger,0.0,Petco Park,31.0,605182,3.47,7.59,8.36,1.14,.223,0.25,0.333,0.0,0.25,0.2,True
81,22799,Geraldo Perdomo,ARI,22,0.2,0.295,0.279,0.81,672695,109,Cal Quantrill,0.0,Progressive Field,7.0,615698,3.67,8.58,5.95,1.22,.255,0.333,0.0,0.333,0.0,0.25,False
82,10243,Randal Grichuk,COL,30,0.268,0.31,0.429,0.767,545341,115,Mike Clevinger,0.0,Petco Park,31.0,605182,3.47,7.59,8.36,1.14,.223,0.5,0.5,0.5,0.25,0.333,False
83,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Nathan Eovaldi,1.0,Minute Maid Park,32.0,543135,4.15,9.75,8.67,1.26,.270,0.4,0.2,0.5,0.333,0.5,True
84,15117,Hunter Dozier,KCR,30,0.246,0.311,0.41,0.731,641531,118,Michael Kopech,0.0,Guaranteed Rate Field,23.0,656629,3.18,6.28,8.25,1.18,.195,0.2,0.0,0.0,0.0,0.333,False
85,10556,Cesar Hernandez,WSN,32,0.239,0.303,0.305,0.813,514917,120,Max Scherzer,1.0,Nationals Park,29.0,453286,1.93,6.84,11.05,0.93,.209,0.0,0.5,0.25,0.333,0.25,False
86,4314,Joey Votto,CIN,38,0.217,0.335,0.391,0.7240000000000001,458015,113,Jesus Luzardo,0.0,loanDepot park,20.0,666200,3.72,5.87,11.35,1.07,.181,0.5,0.5,0.25,0.25,0.0,True
87,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Spenser Watkins,1.0,Globe Life Field,14.0,657093,4.23,9.58,5.72,1.37,.268,0.0,0.25,0.5,0.0,0.0,False
88,12179,Maikel Franco,WSN,29,0.231,0.258,0.347,0.7440000000000001,596748,120,Max Scherzer,1.0,Nationals Park,29.0,453286,1.93,6.84,11.05,0.93,.209,0.0,0.25,0.0,0.333,0.0,False
89,2434,Nelson Cruz,WSN,41,0.233,0.316,0.34,0.703,443558,120,Max Scherzer,1.0,Nationals Park,29.0,453286,1.93,6.84,11.05,0.93,.209,0.333,0.25,0.25,0.0,0.5,True
90,1744,Miguel Cabrera,DET,39,0.266,0.318,0.328,0.7440000000000001,408234,116,Aaron Sanchez,0.0,Target Field,26.0,592717,3.60,7.20,14.40,1.20,.211,0.0,0.0,0.0,0.333,0.5,False
