,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
20,20,20,20,23,15362,Jeff McNeil,NYM,30,0.306,0.362,0.445,0.852,643446,121,Austin Gomber,0,Coors Field,1,596295,5.64,9.99,6.93,1.41,0.283,0.0,0.4,0.25,0.4,0.25,True
21,21,21,21,24,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.2,0.0,0.25,0.667,0.333,True
22,22,22,22,25,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.5,0.25,0.333,0.0,0.0,True
23,23,23,23,26,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.0,0.25,0.25,0.2,0.0,True
24,24,24,24,27,19251,Pete Alonso,NYM,27,0.278,0.357,0.541,0.777,624413,121,Austin Gomber,0,Coors Field,1,596295,5.64,9.99,6.93,1.41,0.283,0.5,0.4,0.75,0.5,0.0,False
25,25,25,25,30,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Zach Eflin,0,Citizens Bank Park,16,621107,4.37,8.74,7.41,1.19,0.251,0.333,0.25,0.333,0.5,0.0,False
26,26,26,26,31,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Taylor Hearn,1,Minute Maid Park,32,621368,5.21,10.17,8.48,1.59,0.28,0.0,0.5,0.0,0.25,0.0,True
27,27,27,27,32,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Taylor Hearn,1,Minute Maid Park,32,621368,5.21,10.17,8.48,1.59,0.28,0.0,0.5,0.333,0.0,0.4,False
28,28,28,28,33,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.667,0.6,0.25,0.333,0.25,True
29,29,29,29,35,19918,Daulton Varsho,ARI,25,0.239,0.314,0.431,0.7809999999999999,662139,109,Wade Miley,0,Wrigley Field,24,489119,2.84,7.11,5.68,1.21,0.214,0.6,0.2,0.25,0.4,0.25,True
30,30,30,30,37,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Steven Matz,1,PNC Park,10,571927,5.7,9.91,10.76,1.31,0.269,0.2,0.25,0.2,0.0,0.0,False
31,31,31,31,38,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Tony Gonsolin,1,Citizens Bank Park,16,664062,2.3,5.66,8.37,0.89,0.178,0.25,0.0,0.5,0.333,0.0,False
32,32,32,32,39,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Merrill Kelly,1,Wrigley Field,24,518876,2.86,7.48,7.41,1.13,0.226,0.5,0.0,0.0,0.333,0.25,True
33,33,33,33,40,12552,Eugenio Suarez,SEA,30,0.227,0.329,0.415,0.677,553993,136,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.5,0.25,0.4,0.25,0.25,True
34,34,34,34,41,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.2,0.5,0.25,0.6,0.0,True
35,35,35,35,42,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.667,0.0,0.6,0.0,0.5,True
36,36,36,36,43,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.5,0.0,0.25,0.0,0.667,False
37,37,37,37,44,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.0,0.25,0.333,0.25,0.0,True
38,38,38,38,45,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Johnny Cueto,1,Yankee Stadium,6,456501,2.91,8.62,6.0,1.19,0.256,0.0,0.5,0.25,0.25,0.2,True
39,39,39,39,46,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Cole Irvin,1,Angel Stadium,4,608344,2.92,7.59,6.13,1.03,0.226,0.5,0.0,0.0,0.2,0.25,True
40,40,40,40,48,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.2,0.75,0.0,0.25,0.0,True
41,41,41,41,50,15518,Amed Rosario,CLE,26,0.29,0.324,0.417,0.8240000000000001,642708,114,Alex Faedo,1,Progressive Field,7,656412,5.53,10.57,7.38,1.64,0.293,0.5,0.333,0.0,0.25,0.0,True
42,42,42,42,51,15112,Ryan McMahon,COL,27,0.242,0.339,0.397,0.752,641857,115,Taijuan Walker,1,Coors Field,1,592836,3.45,8.28,6.9,1.19,0.242,0.2,0.0,0.5,0.5,0.4,False
43,43,43,43,52,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.25,0.333,0.25,0.6,0.0,True
44,44,44,44,53,13419,Christian Walker,ARI,31,0.21,0.31,0.459,0.7709999999999999,572233,109,Wade Miley,0,Wrigley Field,24,489119,2.84,7.11,5.68,1.21,0.214,0.0,0.333,0.0,0.0,0.5,False
45,45,45,45,54,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.5,0.667,0.6,0.0,0.4,True
46,46,46,46,55,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Corey Kluber,1,Oriole Park at Camden Yards,30,446372,4.05,9.08,8.03,1.15,0.26,0.0,0.4,0.0,0.25,0.25,True
47,47,47,47,56,14344,Matt Olson,ATL,28,0.248,0.338,0.48,0.738,621566,144,Sandy Alcantara,0,loanDepot park,20,645261,1.88,6.14,8.01,0.93,0.195,0.2,0.0,0.5,0.0,0.0,False
48,48,48,48,57,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Taijuan Walker,1,Coors Field,1,592836,3.45,8.28,6.9,1.19,0.242,0.75,0.333,0.25,0.6,0.5,True
49,49,49,49,58,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.0,0.0,0.333,0.0,0.25,True
50,50,50,50,59,11477,Christian Yelich,MIL,30,0.262,0.365,0.39,0.7829999999999999,592885,158,Aaron Sanchez,1,American Family Field,18,592717,3.6,7.2,14.4,1.2,0.211,0.4,0.5,0.2,0.0,0.0,False
51,51,51,51,61,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Corey Kluber,1,Oriole Park at Camden Yards,30,446372,4.05,9.08,8.03,1.15,0.26,0.0,0.0,0.333,0.0,0.0,False
52,52,52,52,62,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Tony Gonsolin,1,Citizens Bank Park,16,664062,2.3,5.66,8.37,0.89,0.178,0.25,0.5,0.25,0.5,0.0,True
53,53,53,53,63,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Wade Miley,0,Wrigley Field,24,489119,2.84,7.11,5.68,1.21,0.214,0.2,0.25,1.0,0.5,0.0,True
54,54,54,54,64,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Corey Kluber,1,Oriole Park at Camden Yards,30,446372,4.05,9.08,8.03,1.15,0.26,0.333,0.2,0.75,0.0,0.0,True
55,55,55,55,65,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Taijuan Walker,1,Coors Field,1,592836,3.45,8.28,6.9,1.19,0.242,0.5,0.25,0.0,0.25,0.25,True
56,56,56,56,66,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.4,0.25,0.5,0.0,0.25,False
57,57,57,57,67,11445,Mark Canha,NYM,33,0.266,0.366,0.37,0.7909999999999999,592192,121,Austin Gomber,0,Coors Field,1,596295,5.64,9.99,6.93,1.41,0.283,0.0,0.2,0.667,0.25,0.0,True
58,58,58,58,68,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.25,0.0,0.5,0.667,0.333,True
59,59,59,59,69,17907,Brendan Rodgers,COL,25,0.284,0.334,0.432,0.785,663898,115,Taijuan Walker,1,Coors Field,1,592836,3.45,8.28,6.9,1.19,0.242,0.333,0.25,0.25,0.5,0.25,True
60,60,60,60,70,16997,Gleyber Torres,NYY,25,0.254,0.306,0.45,0.741,650402,147,Johnny Cueto,1,Yankee Stadium,6,456501,2.91,8.62,6.0,1.19,0.256,0.25,0.0,0.25,0.4,0.667,False
61,61,61,61,71,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.5,0.0,0.25,0.0,0.0,False
62,62,62,62,72,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Steven Matz,1,PNC Park,10,571927,5.7,9.91,10.76,1.31,0.269,0.5,0.5,0.667,0.25,0.0,False
63,63,63,63,73,18171,Seth Brown,OAK,29,0.238,0.295,0.463,0.732,664913,133,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.0,0.5,0.4,0.5,0.333,False
64,64,64,64,74,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Johnny Cueto,1,Yankee Stadium,6,456501,2.91,8.62,6.0,1.19,0.256,0.0,0.0,0.5,0.25,0.75,False
65,65,65,65,75,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.0,0.0,0.0,0.333,0.667,False
66,66,66,66,76,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Corey Kluber,1,Oriole Park at Camden Yards,30,446372,4.05,9.08,8.03,1.15,0.26,0.25,0.2,0.0,0.75,0.0,True
67,67,67,67,77,5235,Justin Turner,LAD,37,0.26,0.334,0.41,0.8220000000000001,457759,119,Zach Eflin,0,Citizens Bank Park,16,621107,4.37,8.74,7.41,1.19,0.251,0.75,0.0,0.25,0.25,0.0,False
68,68,68,68,78,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Tony Gonsolin,1,Citizens Bank Park,16,664062,2.3,5.66,8.37,0.89,0.178,0.25,0.0,0.25,0.0,0.25,True
69,69,69,69,79,15998,Cody Bellinger,LAD,26,0.212,0.269,0.405,0.759,641355,119,Zach Eflin,0,Citizens Bank Park,16,621107,4.37,8.74,7.41,1.19,0.251,0.4,0.333,0.667,0.0,0.0,True
70,70,70,70,80,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Johnny Cueto,1,Yankee Stadium,6,456501,2.91,8.62,6.0,1.19,0.256,0.333,0.0,0.0,0.25,0.0,True
71,71,71,71,81,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Ian Anderson,1,loanDepot park,20,666120,5.11,9.37,7.92,1.54,0.266,0.75,1.0,0.0,0.0,0.25,False
72,72,72,72,82,19610,Keibert Ruiz,WSN,23,0.247,0.307,0.359,0.86,660688,120,Freddy Peralta,0,American Family Field,18,642547,4.37,7.42,10.84,1.14,0.219,0.667,1.0,0.0,0.333,0.5,True
73,73,73,73,83,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Bailey Ober,1,Kauffman Stadium,5,641927,4.01,9.62,7.75,1.28,0.273,0.0,0.0,0.667,0.25,1.0,True
74,74,74,74,84,17620,Myles Straw,CLE,27,0.214,0.292,0.272,0.892,664702,114,Alex Faedo,1,Progressive Field,7,656412,5.53,10.57,7.38,1.64,0.293,0.75,0.0,0.333,0.25,0.2,False
75,75,75,75,85,13602,Patrick Wisdom,CHC,30,0.22,0.315,0.443,0.6659999999999999,621550,112,Merrill Kelly,1,Wrigley Field,24,518876,2.86,7.48,7.41,1.13,0.226,0.25,0.25,0.0,0.0,0.0,True
76,76,76,76,86,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Corey Kluber,1,Oriole Park at Camden Yards,30,446372,4.05,9.08,8.03,1.15,0.26,0.0,0.0,0.25,0.8,0.25,True
77,77,77,77,90,15223,Adam Frazier,SEA,30,0.243,0.306,0.31,0.878,624428,136,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.0,0.0,0.0,0.6,0.0,True
78,78,78,78,91,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.0,0.0,0.25,0.25,0.333,True
79,79,79,79,92,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.5,0.5,0.2,0.5,0.0,True
80,80,80,80,93,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Spenser Watkins,0,Oriole Park at Camden Yards,30,657093,4.02,9.22,5.84,1.33,0.261,1.0,0.8,0.0,0.333,0.25,True
81,81,81,81,95,13301,Max Muncy,LAD,31,0.178,0.316,0.349,0.753,571970,119,Zach Eflin,0,Citizens Bank Park,16,621107,4.37,8.74,7.41,1.19,0.251,0.0,0.25,0.0,0.333,0.5,False
82,82,82,82,97,26197,Andrew Vaughn,CHW,24,0.298,0.348,0.464,0.826,683734,145,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.2,0.5,0.25,0.333,0.0,True
83,83,83,83,98,14813,Kyle Farmer,CIN,31,0.252,0.326,0.368,0.8240000000000001,571657,113,Yusei Kikuchi,0,Rogers Centre,2,579328,5.13,8.2,10.03,1.49,0.244,0.5,0.333,1.0,0.25,0.0,True
84,84,84,84,99,12979,Javier Baez,DET,29,0.22,0.262,0.372,0.674,595879,116,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.25,0.0,0.25,0.0,0.25,True
85,85,85,85,100,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Aaron Sanchez,1,American Family Field,18,592717,3.6,7.2,14.4,1.2,0.211,0.5,0.25,0.0,0.0,0.5,True
86,86,86,86,101,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.333,0.0,0.333,0.0,0.333,True
87,87,87,87,102,13590,Jesse Winker,SEA,28,0.229,0.348,0.363,0.815,608385,136,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.0,0.25,0.2,0.0,0.25,True
88,88,88,88,103,16512,Isiah Kiner-Falefa,NYY,27,0.268,0.312,0.315,0.892,643396,147,Johnny Cueto,1,Yankee Stadium,6,456501,2.91,8.62,6.0,1.19,0.256,0.25,0.667,0.0,0.0,0.333,True
89,89,89,89,105,24655,Owen Miller,CLE,25,0.238,0.296,0.359,0.8370000000000001,680911,114,Alex Faedo,1,Progressive Field,7,656412,5.53,10.57,7.38,1.64,0.293,0.0,0.25,0.25,0.0,0.25,True
90,90,90,90,106,9847,Andrew McCutchen,MIL,35,0.255,0.325,0.4,0.804,457705,158,Aaron Sanchez,1,American Family Field,18,592717,3.6,7.2,14.4,1.2,0.211,0.6,0.0,0.2,0.8,0.0,True
91,91,91,91,107,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Taijuan Walker,1,Coors Field,1,592836,3.45,8.28,6.9,1.19,0.242,0.6,0.2,1.0,0.0,0.25,False
92,92,92,92,108,22799,Geraldo Perdomo,ARI,22,0.205,0.298,0.286,0.812,672695,109,Wade Miley,0,Wrigley Field,24,489119,2.84,7.11,5.68,1.21,0.214,0.333,0.2,0.0,0.25,0.0,True
93,93,93,93,109,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Taijuan Walker,1,Coors Field,1,592836,3.45,8.28,6.9,1.19,0.242,0.5,0.25,0.25,0.5,0.25,True
94,94,94,94,111,15117,Hunter Dozier,KCR,30,0.245,0.309,0.411,0.733,641531,118,Bailey Ober,1,Kauffman Stadium,5,641927,4.01,9.62,7.75,1.28,0.273,0.0,0.0,0.75,0.333,0.25,True
95,95,95,95,112,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Ian Anderson,1,loanDepot park,20,666120,5.11,9.37,7.92,1.54,0.266,0.0,0.4,0.0,0.5,0.4,True
96,96,96,96,113,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Freddy Peralta,0,American Family Field,18,642547,4.37,7.42,10.84,1.14,0.219,0.25,0.0,0.4,0.5,0.333,True
97,97,97,97,114,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Taylor Hearn,1,Minute Maid Park,32,621368,5.21,10.17,8.48,1.59,0.28,0.0,0.0,0.0,0.4,0.0,True
98,98,98,98,116,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Ian Anderson,1,loanDepot park,20,666120,5.11,9.37,7.92,1.54,0.266,0.25,0.25,0.0,0.25,0.5,False
99,99,99,99,117,4314,Joey Votto,CIN,38,0.215,0.331,0.389,0.725,458015,113,Yusei Kikuchi,0,Rogers Centre,2,579328,5.13,8.2,10.03,1.49,0.244,0.25,0.25,0.0,0.0,0.25,True
100,100,100,100,118,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.25,0.25,0.25,0.667,0.667,True
101,101,101,101,119,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Freddy Peralta,0,American Family Field,18,642547,4.37,7.42,10.84,1.14,0.219,0.333,0.5,0.0,0.0,0.0,True
102,102,102,102,120,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Freddy Peralta,0,American Family Field,18,642547,4.37,7.42,10.84,1.14,0.219,0.25,0.25,0.4,0.25,0.0,True
103,103,103,103,121,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.0,0.0,0.25,0.667,0.667,True
104,104,104,104,122,11737,Nick Castellanos,PHI,30,0.257,0.305,0.381,0.6970000000000001,592206,143,Tony Gonsolin,1,Citizens Bank Park,16,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.0,0.0,0.0,0.5,True
105,105,105,105,123,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Sandy Alcantara,0,loanDepot park,20,645261,1.88,6.14,8.01,0.93,0.195,0.25,0.4,0.4,0.25,0.5,True
