,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
14,12533,Marcus Semien,TEX,31,0.24,0.3,0.407,0.809,543760,140,Pablo Lopez,0.0,loanDepot park,20.0,641154,3.55,7.72,8.98,1.14,.230,0.5,0.0,0.0,0.75,0.0,True
15,3473,Anthony Rizzo,NYY,32,0.224,0.342,0.504,0.7959999999999999,519203,147,Cristian Javier,0.0,Minute Maid Park,32.0,664299,3.14,6.19,11.84,1.05,.191,0.0,0.667,0.0,0.2,0.0,True
16,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Mitch White,0.0,Dodger Stadium,17.0,669952,3.86,8.68,4.82,1.39,.243,0.333,0.25,0.0,0.0,1.0,False
17,16426,Thairo Estrada,SFG,26,0.268,0.317,0.416,0.815,642731,137,Mitch White,0.0,Dodger Stadium,17.0,669952,3.86,8.68,4.82,1.39,.243,0.25,0.333,0.2,0.0,0.5,True
18,14854,Mike Yastrzemski,SFG,31,0.225,0.321,0.409,0.797,573262,137,Mitch White,0.0,Dodger Stadium,17.0,669952,3.86,8.68,4.82,1.39,.243,0.25,0.0,0.5,0.0,0.667,False
19,16997,Gleyber Torres,NYY,25,0.249,0.302,0.441,0.7340000000000001,650402,147,Cristian Javier,0.0,Minute Maid Park,32.0,664299,3.14,6.19,11.84,1.05,.191,0.0,0.25,0.2,0.25,0.75,True
20,18171,Seth Brown,OAK,29,0.235,0.293,0.455,0.733,664913,133,Tarik Skubal,1.0,Oakland Coliseum,19.0,669373,3.52,7.95,8.95,1.16,.237,0.25,0.0,0.25,0.25,0.25,True
22,8709,Elvis Andrus,OAK,33,0.237,0.298,0.365,0.807,462101,133,Tarik Skubal,1.0,Oakland Coliseum,19.0,669373,3.52,7.95,8.95,1.16,.237,0.333,0.25,0.25,0.0,0.2,True
23,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Cristian Javier,0.0,Minute Maid Park,32.0,664299,3.14,6.19,11.84,1.05,.191,0.5,0.0,0.0,0.0,0.0,True
24,15279,Garrett Cooper,MIA,31,0.273,0.348,0.422,0.792,643265,146,Jon Gray,1.0,loanDepot park,20.0,592351,3.83,7.58,10.10,1.17,.224,0.0,0.0,0.0,0.0,0.0,True
25,5235,Justin Turner,LAD,37,0.257,0.329,0.406,0.823,457759,119,Carlos Rodon,1.0,Dodger Stadium,17.0,607074,2.95,6.97,11.26,1.06,.211,0.0,0.8,0.333,0.25,0.0,True
26,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Carlos Rodon,1.0,Dodger Stadium,17.0,607074,2.95,6.97,11.26,1.06,.211,0.25,0.0,0.0,0.4,0.0,False
28,7802,Miguel Rojas,MIA,33,0.232,0.286,0.331,0.852,500743,146,Jon Gray,1.0,loanDepot park,20.0,592351,3.83,7.58,10.10,1.17,.224,0.333,0.0,0.0,0.25,0.5,False
29,19566,Nathaniel Lowe,TEX,26,0.281,0.331,0.454,0.775,663993,140,Pablo Lopez,0.0,loanDepot park,20.0,641154,3.55,7.72,8.98,1.14,.230,0.0,0.25,0.25,0.0,0.333,True
30,16512,Isiah Kiner-Falefa,NYY,27,0.265,0.31,0.311,0.893,643396,147,Cristian Javier,0.0,Minute Maid Park,32.0,664299,3.14,6.19,11.84,1.05,.191,0.25,0.25,0.2,1.0,0.5,True
31,14894,Tony Kemp,OAK,30,0.22,0.293,0.312,0.8759999999999999,643393,133,Tarik Skubal,1.0,Oakland Coliseum,19.0,669373,3.52,7.95,8.95,1.16,.237,0.0,0.0,0.25,0.0,0.5,True
32,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Jordan Montgomery,1.0,Minute Maid Park,32.0,656756,0.00,4.91,7.36,0.82,.158,0.5,0.667,0.25,0.333,0.0,False
33,11342,Jesus Aguilar,MIA,32,0.238,0.285,0.386,0.745,542583,146,Jon Gray,1.0,loanDepot park,20.0,592351,3.83,7.58,10.10,1.17,.224,0.0,0.667,0.25,0.25,0.25,False
34,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Pablo Lopez,0.0,loanDepot park,20.0,641154,3.55,7.72,8.98,1.14,.230,0.0,0.0,0.0,0.0,0.0,True
