,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
10,10,10,10,11,12161,Xander Bogaerts,BOS,29,0.31,0.381,0.452,0.76,593428,111,Logan Gilbert,1,Fenway Park,3,669302,3.47,8.57,8.3,1.23,0.248,0.333,0.5,0.0,0.2,0.25,0.0,False
11,11,11,11,12,11739,J.T. Realmuto,PHI,31,0.268,0.339,0.455,0.784,592663,143,Tony Gonsolin,1,Citizens Bank Park,16,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.0,0.25,0.0,0.25,0.0,False
12,12,12,12,13,9874,DJ LeMahieu,NYY,33,0.286,0.388,0.429,0.8809999999999999,518934,147,Johnny Cueto,1,Yankee Stadium,6,456501,2.91,8.62,6.0,1.19,0.256,0.343,0.25,0.4,0.25,0.0,0.0,False
13,13,13,13,14,19470,Tommy Edman,STL,27,0.258,0.322,0.367,0.821,669242,138,Bryse Wilson,0,PNC Park,10,669060,5.86,11.18,6.41,1.52,0.305,0.667,0.4,0.4,0.25,0.0,0.333,True
14,14,14,14,15,5417,Jose Altuve,HOU,32,0.286,0.368,0.513,0.851,514888,117,Taylor Hearn,1,Minute Maid Park,32,621368,5.21,10.17,8.48,1.59,0.28,0.143,0.0,0.8,0.25,0.25,0.25,True
15,15,15,15,18,15676,Jose Abreu,CHW,35,0.297,0.375,0.464,0.794,547989,145,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.25,0.2,0.0,0.25,0.667,0.333,True
16,16,16,16,19,19352,Sean Murphy,OAK,27,0.245,0.32,0.43,0.775,669221,133,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.143,0.5,0.25,0.333,0.0,0.0,True
17,17,17,17,20,18036,Jake Cronenworth,SDP,28,0.237,0.34,0.388,0.846,630105,135,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.5,0.0,0.25,0.25,0.2,0.0,True
18,18,18,18,23,19955,Gavin Lux,LAD,24,0.297,0.37,0.425,0.8190000000000001,666158,119,Zach Eflin,0,Citizens Bank Park,16,621107,4.37,8.74,7.41,1.19,0.251,0.333,0.333,0.25,0.333,0.5,0.0,False
19,19,19,19,24,17678,Alex Bregman,HOU,28,0.251,0.356,0.422,0.86,608324,117,Taylor Hearn,1,Minute Maid Park,32,621368,5.21,10.17,8.48,1.59,0.28,0.375,0.0,0.5,0.0,0.25,0.0,True
20,20,20,20,25,18345,Kyle Tucker,HOU,25,0.242,0.332,0.449,0.8059999999999999,663656,117,Taylor Hearn,1,Minute Maid Park,32,621368,5.21,10.17,8.48,1.59,0.28,0.429,0.0,0.5,0.333,0.0,0.4,False
21,21,21,21,26,10815,Jurickson Profar,SDP,29,0.252,0.344,0.416,0.831,595777,135,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.5,0.667,0.6,0.25,0.333,0.25,True
22,22,22,22,29,18577,Ke'Bryan Hayes,PIT,25,0.248,0.32,0.358,0.818,663647,134,Steven Matz,1,PNC Park,10,571927,5.7,9.91,10.76,1.31,0.269,0.667,0.2,0.25,0.2,0.0,0.0,False
23,23,23,23,30,16472,Rhys Hoskins,PHI,29,0.253,0.344,0.496,0.7609999999999999,656555,143,Tony Gonsolin,1,Citizens Bank Park,16,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.25,0.0,0.5,0.333,0.0,False
24,24,24,24,31,17919,Ian Happ,CHC,27,0.276,0.356,0.432,0.7490000000000001,664023,112,Merrill Kelly,1,Wrigley Field,24,518876,2.86,7.48,7.41,1.13,0.226,0.0,0.5,0.0,0.0,0.333,0.25,True
25,25,25,25,32,17982,Ty France,SEA,27,0.298,0.368,0.463,0.838,664034,136,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.5,0.2,0.5,0.25,0.6,0.0,True
26,26,26,26,33,18568,Luis Arraez,MIN,25,0.329,0.394,0.436,0.932,650333,142,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.308,0.667,0.0,0.6,0.0,0.5,True
27,27,27,27,34,19287,Adolis Garcia,TEX,29,0.248,0.298,0.456,0.677,666969,140,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.0,0.5,0.0,0.25,0.0,0.667,False
28,28,28,28,35,27506,Ha-seong Kim,SDP,26,0.248,0.326,0.37,0.83,673490,135,Alex Wood,0,Oracle Park,9,622072,4.17,8.73,8.81,1.2,0.254,0.0,0.0,0.25,0.333,0.25,0.0,True
29,29,29,29,36,3473,Anthony Rizzo,NYY,32,0.227,0.347,0.511,0.8,519203,147,Johnny Cueto,1,Yankee Stadium,6,456501,2.91,8.62,6.0,1.19,0.256,0.152,0.0,0.5,0.25,0.25,0.2,True
30,30,30,30,37,19755,Shohei Ohtani,LAA,27,0.256,0.348,0.501,0.741,660271,108,Cole Irvin,1,Angel Stadium,4,608344,2.92,7.59,6.13,1.03,0.226,0.333,0.5,0.0,0.0,0.2,0.25,True
31,31,31,31,39,20043,Luis Robert,CHW,24,0.298,0.334,0.453,0.755,673357,145,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.5,0.2,0.75,0.0,0.25,0.0,True
32,32,32,32,41,12533,Marcus Semien,TEX,31,0.239,0.298,0.403,0.8079999999999999,543760,140,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.4,0.25,0.333,0.25,0.6,0.0,True
33,33,33,33,42,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,Jameson Taillon,0,Yankee Stadium,6,592791,3.95,8.5,7.76,1.14,0.246,0.333,0.5,0.667,0.6,0.0,0.4,True
34,34,34,34,43,17929,Cedric Mullins II,BAL,27,0.261,0.321,0.39,0.816,656775,110,Corey Kluber,1,Oriole Park at Camden Yards,30,446372,4.05,9.08,8.03,1.15,0.26,0.4,0.0,0.4,0.0,0.25,0.25,True
35,35,35,35,44,12546,C.J. Cron,COL,32,0.28,0.33,0.514,0.778,543068,115,Taijuan Walker,1,Coors Field,1,592836,3.45,8.28,6.9,1.19,0.242,0.111,0.75,0.333,0.25,0.6,0.5,True
36,36,36,36,45,13152,Jorge Polanco,MIN,28,0.237,0.349,0.407,0.777,593871,142,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.375,0.0,0.0,0.333,0.0,0.25,True
37,37,37,37,47,17273,Jorge Mateo,BAL,27,0.218,0.267,0.391,0.6970000000000001,622761,110,Corey Kluber,1,Oriole Park at Camden Yards,30,446372,4.05,9.08,8.03,1.15,0.26,0.0,0.0,0.0,0.333,0.0,0.0,False
38,38,38,38,48,16478,Kyle Schwarber,PHI,29,0.207,0.31,0.499,0.72,656941,143,Tony Gonsolin,1,Citizens Bank Park,16,664062,2.3,5.66,8.37,0.89,0.178,0.0,0.25,0.5,0.25,0.5,0.0,True
39,39,39,39,49,13613,Ketel Marte,ARI,28,0.261,0.346,0.445,0.804,606466,109,Wade Miley,0,Wrigley Field,24,489119,2.84,7.11,5.68,1.21,0.214,0.333,0.2,0.25,1.0,0.5,0.0,True
40,40,40,40,50,14551,Anthony Santander,BAL,27,0.262,0.342,0.463,0.805,623993,110,Corey Kluber,1,Oriole Park at Camden Yards,30,446372,4.05,9.08,8.03,1.15,0.26,0.0,0.333,0.2,0.75,0.0,0.0,True
41,41,41,41,51,10231,Jose Iglesias,COL,32,0.316,0.358,0.417,0.865,578428,115,Taijuan Walker,1,Coors Field,1,592836,3.45,8.28,6.9,1.19,0.242,0.429,0.5,0.25,0.0,0.25,0.25,True
42,42,42,42,52,14162,Carlos Correa,MIN,27,0.265,0.342,0.431,0.7829999999999999,621043,142,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.5,0.4,0.25,0.5,0.0,0.25,False
43,43,43,43,53,12144,Max Kepler,MIN,29,0.233,0.331,0.373,0.813,596146,142,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.333,0.25,0.0,0.5,0.667,0.333,True
44,44,44,44,54,15491,J.P. Crawford,SEA,27,0.255,0.331,0.354,0.875,641487,136,Nathan Eovaldi,0,Fenway Park,3,543135,4.23,9.51,8.94,1.23,0.263,0.2,0.5,0.0,0.25,0.0,0.0,False
45,45,45,45,55,19326,Bryan Reynolds,PIT,27,0.257,0.343,0.449,0.752,668804,134,Steven Matz,1,PNC Park,10,571927,5.7,9.91,10.76,1.31,0.269,0.333,0.5,0.5,0.667,0.25,0.0,False
46,46,46,46,56,5038,Josh Donaldson,NYY,36,0.228,0.31,0.401,0.705,518626,147,Johnny Cueto,1,Yankee Stadium,6,456501,2.91,8.62,6.0,1.19,0.256,0.333,0.0,0.0,0.5,0.25,0.75,False
47,47,47,47,57,8709,Elvis Andrus,OAK,33,0.24,0.302,0.371,0.81,462101,133,Patrick Sandoval,0,Angel Stadium,4,663776,3.41,9.0,9.66,1.47,0.259,0.2,0.0,0.0,0.0,0.333,0.667,False
48,48,48,48,58,19363,Austin Hays,BAL,26,0.261,0.318,0.435,0.777,669720,110,Corey Kluber,1,Oriole Park at Camden Yards,30,446372,4.05,9.08,8.03,1.15,0.26,0.286,0.25,0.2,0.0,0.75,0.0,True
49,49,49,49,59,5235,Justin Turner,LAD,37,0.26,0.334,0.41,0.8220000000000001,457759,119,Zach Eflin,0,Citizens Bank Park,16,621107,4.37,8.74,7.41,1.19,0.251,0.375,0.75,0.0,0.25,0.25,0.0,False
50,50,50,50,60,21618,Alec Bohm,PHI,25,0.294,0.33,0.413,0.8009999999999999,664761,143,Tony Gonsolin,1,Citizens Bank Park,16,664062,2.3,5.66,8.37,0.89,0.178,0.5,0.25,0.0,0.25,0.0,0.25,True
51,51,51,51,61,15998,Cody Bellinger,LAD,26,0.212,0.269,0.405,0.759,641355,119,Zach Eflin,0,Citizens Bank Park,16,621107,4.37,8.74,7.41,1.19,0.251,0.3,0.4,0.333,0.667,0.0,0.0,True
52,52,52,52,62,5297,Aaron Hicks,NYY,32,0.222,0.348,0.314,0.763,543305,147,Johnny Cueto,1,Yankee Stadium,6,456501,2.91,8.62,6.0,1.19,0.256,0.0,0.333,0.0,0.0,0.25,0.0,True
53,53,53,53,63,15279,Garrett Cooper,MIA,31,0.275,0.348,0.424,0.7959999999999999,643265,146,Ian Anderson,1,loanDepot park,20,666120,5.11,9.37,7.92,1.54,0.266,0.143,0.75,1.0,0.0,0.0,0.25,False
54,54,54,54,64,19339,Nicky Lopez,KCR,27,0.248,0.305,0.294,0.838,670032,118,Bailey Ober,1,Kauffman Stadium,5,641927,4.01,9.62,7.75,1.28,0.273,0.333,0.0,0.0,0.667,0.25,1.0,True
55,55,55,55,65,13602,Patrick Wisdom,CHC,30,0.22,0.315,0.443,0.6659999999999999,621550,112,Merrill Kelly,1,Wrigley Field,24,518876,2.86,7.48,7.41,1.13,0.226,0.167,0.25,0.25,0.0,0.0,0.0,True
56,56,56,56,66,18373,Ryan Mountcastle,BAL,25,0.258,0.3,0.441,0.722,663624,110,Corey Kluber,1,Oriole Park at Camden Yards,30,446372,4.05,9.08,8.03,1.15,0.26,0.333,0.0,0.0,0.25,0.8,0.25,True
57,57,57,57,70,11265,Jonathan Schoop,DET,30,0.203,0.238,0.31,0.7559999999999999,570731,116,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.278,0.0,0.0,0.25,0.25,0.333,True
58,58,58,58,71,19566,Nathaniel Lowe,TEX,26,0.282,0.332,0.461,0.775,663993,140,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.0,0.5,0.5,0.2,0.5,0.0,True
59,59,59,59,72,19290,Randy Arozarena,TBR,27,0.256,0.317,0.416,0.7240000000000001,668227,139,Spenser Watkins,0,Oriole Park at Camden Yards,30,657093,4.02,9.22,5.84,1.33,0.261,0.571,1.0,0.8,0.0,0.333,0.25,True
60,60,60,60,74,13301,Max Muncy,LAD,31,0.178,0.316,0.349,0.753,571970,119,Zach Eflin,0,Citizens Bank Park,16,621107,4.37,8.74,7.41,1.19,0.251,0.5,0.0,0.25,0.0,0.333,0.5,False
61,61,61,61,76,15679,Rowdy Tellez,MIL,27,0.238,0.323,0.475,0.797,642133,158,Aaron Sanchez,1,American Family Field,18,592717,3.6,7.2,14.4,1.2,0.211,0.0,0.5,0.25,0.0,0.0,0.5,True
62,62,62,62,77,10681,Gio Urshela,MIN,30,0.262,0.304,0.423,0.807,570482,142,Brady Singer,0,Kauffman Stadium,5,663903,3.49,8.36,9.18,1.15,0.248,0.5,0.333,0.0,0.333,0.0,0.333,True
63,63,63,63,79,10243,Randal Grichuk,COL,30,0.27,0.312,0.435,0.768,545341,115,Taijuan Walker,1,Coors Field,1,592836,3.45,8.28,6.9,1.19,0.242,0.0,0.5,0.25,0.25,0.5,0.25,True
64,64,64,64,81,11342,Jesus Aguilar,MIA,32,0.241,0.287,0.391,0.745,542583,146,Ian Anderson,1,loanDepot park,20,666120,5.11,9.37,7.92,1.54,0.266,0.364,0.0,0.4,0.0,0.5,0.4,True
65,65,65,65,82,10556,Cesar Hernandez,WSN,32,0.238,0.302,0.303,0.8109999999999999,514917,120,Freddy Peralta,0,American Family Field,18,642547,4.37,7.42,10.84,1.14,0.219,0.333,0.25,0.0,0.4,0.5,0.333,True
66,66,66,66,83,19198,Yuli Gurriel,HOU,38,0.238,0.287,0.38,0.86,493329,117,Taylor Hearn,1,Minute Maid Park,32,621368,5.21,10.17,8.48,1.59,0.28,0.0,0.0,0.0,0.0,0.4,0.0,True
67,67,67,67,85,5760,Avisail Garcia,MIA,31,0.232,0.269,0.322,0.654,541645,146,Ian Anderson,1,loanDepot park,20,666120,5.11,9.37,7.92,1.54,0.266,0.167,0.25,0.25,0.0,0.25,0.5,False
68,68,68,68,86,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Jose Urquidy,0,Minute Maid Park,32,664353,3.85,8.52,7.09,1.16,0.245,0.286,0.25,0.25,0.25,0.667,0.667,True
69,69,69,69,87,2434,Nelson Cruz,WSN,41,0.233,0.318,0.342,0.7020000000000001,443558,120,Freddy Peralta,0,American Family Field,18,642547,4.37,7.42,10.84,1.14,0.219,0.333,0.333,0.5,0.0,0.0,0.0,True
70,70,70,70,88,12179,Maikel Franco,WSN,29,0.229,0.256,0.338,0.742,596748,120,Freddy Peralta,0,American Family Field,18,642547,4.37,7.42,10.84,1.14,0.219,0.25,0.25,0.25,0.4,0.25,0.0,True
71,71,71,71,89,1744,Miguel Cabrera,DET,39,0.268,0.317,0.331,0.7440000000000001,408234,116,Shane Bieber,0,Progressive Field,7,669456,3.21,7.86,9.16,1.09,0.233,0.2,0.0,0.0,0.25,0.667,0.667,True
72,72,72,72,90,10324,Marcell Ozuna,ATL,31,0.213,0.264,0.388,0.742,542303,144,Sandy Alcantara,0,loanDepot park,20,645261,1.88,6.14,8.01,0.93,0.195,0.75,0.25,0.4,0.4,0.25,0.5,True
