,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
20,19352,Sean Murphy,OAK,27,0.243,0.321,0.424,0.775,669221,133,Luis Garcia,1,Oakland Coliseum,19,472610,3.43,8.79,9.64,1.26,.252,0.0,0.25,0.667,0.333,0.333,0.0,False
21,19251,Pete Alonso,NYM,27,0.281,0.361,0.54,0.778,624413,121,Jordan Montgomery,1,Citi Field,22,656756,0.00,4.91,7.36,0.82,.158,0.0,0.667,0.75,0.333,0.25,0.25,True
22,18345,Kyle Tucker,HOU,25,0.249,0.336,0.466,0.8079999999999999,663656,117,Frankie Montas,0,Oakland Coliseum,19,593423,9.00,11.25,6.75,1.88,.313,0.222,0.2,0.25,0.0,0.25,0.333,True
23,17678,Alex Bregman,HOU,28,0.255,0.364,0.43,0.861,608324,117,Frankie Montas,0,Oakland Coliseum,19,593423,9.00,11.25,6.75,1.88,.313,0.143,0.0,0.2,0.0,0.25,0.5,True
24,19955,Gavin Lux,LAD,24,0.296,0.372,0.423,0.818,666158,119,Josiah Gray,1,Dodger Stadium,17,680686,4.81,8.01,10.18,1.30,.235,0.0,0.5,0.5,0.5,0.0,0.5,False
25,11609,Willson Contreras,CHC,30,0.25,0.362,0.457,0.711,575929,112,Bryse Wilson,1,Wrigley Field,24,669060,5.93,11.10,6.06,1.51,.306,0.333,0.333,0.25,0.667,0.25,0.0,True
26,15986,Willy Adames,MIL,26,0.225,0.29,0.458,0.7240000000000001,642715,158,Dylan Bundy,1,American Family Field,18,605164,4.76,9.43,6.86,1.26,.265,0.25,0.0,0.333,0.25,0.167,0.5,False
28,17919,Ian Happ,CHC,27,0.278,0.356,0.434,0.7490000000000001,664023,112,Bryse Wilson,1,Wrigley Field,24,669060,5.93,11.10,6.06,1.51,.306,0.6,0.5,0.25,0.2,0.667,0.25,True
29,12552,Eugenio Suarez,SEA,30,0.226,0.33,0.414,0.6759999999999999,553993,136,Dane Dunning,1,T-Mobile Park,27,641540,4.12,8.85,7.93,1.38,.259,0.0,0.333,0.0,0.0,0.333,0.333,True
30,17929,Cedric Mullins II,BAL,27,0.266,0.324,0.399,0.8170000000000001,656775,110,Shane McClanahan,1,Oriole Park at Camden Yards,30,663556,2.28,6.10,11.05,0.87,.189,0.357,0.333,0.25,0.667,0.5,0.0,True
31,17982,Ty France,SEA,27,0.294,0.363,0.455,0.8340000000000001,664034,136,Dane Dunning,1,T-Mobile Park,27,641540,4.12,8.85,7.93,1.38,.259,0.4,1.0,0.4,0.0,0.25,0.4,False
32,9241,Starling Marte,NYM,33,0.292,0.343,0.458,0.775,516782,121,Jordan Montgomery,1,Citi Field,22,656756,0.00,4.91,7.36,0.82,.158,0.333,0.5,0.0,0.5,0.5,0.25,True
33,16578,Yandy Diaz,TBR,30,0.274,0.389,0.388,0.87,650490,139,Spenser Watkins,0,Oriole Park at Camden Yards,30,657093,4.23,9.58,5.72,1.37,.268,0.2,0.25,0.5,0.0,0.333,0.0,False
34,13419,Christian Walker,ARI,31,0.213,0.313,0.456,0.774,572233,109,Carlos Rodon,1,Chase Field,13,607074,2.95,6.97,11.26,1.06,.211,0.0,0.2,0.2,0.5,0.0,0.0,True
35,3473,Anthony Rizzo,NYY,32,0.224,0.342,0.504,0.7959999999999999,519203,147,Taijuan Walker,0,Citi Field,22,592836,3.43,8.24,6.93,1.20,.242,0.0,0.0,0.2,0.25,0.0,0.25,True
36,15172,Tim Anderson,CHW,29,0.301,0.339,0.395,0.795,641313,145,German Marquez,0,Coors Field,1,608566,5.08,9.66,7.33,1.42,.273,0.333,0.25,0.0,0.5,0.25,0.2,True
37,17273,Jorge Mateo,BAL,27,0.23,0.277,0.404,0.698,622761,110,Shane McClanahan,1,Oriole Park at Camden Yards,30,663556,2.28,6.10,11.05,0.87,.189,0.5,0.25,0.5,0.25,0.25,0.5,True
38,14344,Matt Olson,ATL,28,0.248,0.337,0.483,0.741,621566,144,Aaron Nola,0,Citizens Bank Park,16,605400,3.07,7.13,9.73,0.93,.215,0.333,0.0,0.0,0.25,0.333,0.25,True
39,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,Spencer Strider,1,Citizens Bank Park,16,675911,3.11,6.02,13.85,1.05,.185,0.0,0.0,0.0,0.0,0.25,0.0,True
40,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Tyler Gilbert,0,Chase Field,13,656457,5.24,8.65,5.24,1.25,.250,0.5,0.0,0.25,0.0,0.333,0.0,True
42,14551,Anthony Santander,BAL,27,0.263,0.342,0.463,0.807,623993,110,Shane McClanahan,1,Oriole Park at Camden Yards,30,663556,2.28,6.10,11.05,0.87,.189,0.25,0.25,0.25,0.4,0.333,0.25,True
43,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Dane Dunning,1,T-Mobile Park,27,641540,4.12,8.85,7.93,1.38,.259,0.25,0.0,0.2,0.25,0.2,0.0,True
44,13613,Ketel Marte,ARI,28,0.258,0.341,0.438,0.8059999999999999,606466,109,Carlos Rodon,1,Chase Field,13,607074,2.95,6.97,11.26,1.06,.211,0.1,0.0,0.25,0.0,0.5,0.2,True
45,11445,Mark Canha,NYM,33,0.262,0.366,0.366,0.789,592192,121,Jordan Montgomery,1,Citi Field,22,656756,0.00,4.91,7.36,0.82,.158,0.0,0.667,0.0,0.0,0.333,0.0,False
46,19363,Austin Hays,BAL,26,0.263,0.32,0.437,0.7759999999999999,669720,110,Shane McClanahan,1,Oriole Park at Camden Yards,30,663556,2.28,6.10,11.05,0.87,.189,0.25,0.5,0.25,0.25,0.0,0.5,False
47,16997,Gleyber Torres,NYY,25,0.249,0.302,0.441,0.7340000000000001,650402,147,Taijuan Walker,0,Citi Field,22,592836,3.43,8.24,6.93,1.20,.242,0.2,0.5,0.0,0.0,0.4,0.0,False
48,19326,Bryan Reynolds,PIT,27,0.253,0.338,0.441,0.753,668804,134,Keegan Thompson,0,Wrigley Field,24,624522,3.36,8.36,7.82,1.24,.247,0.625,0.0,0.0,0.0,0.75,0.0,False
50,5038,Josh Donaldson,NYY,36,0.226,0.308,0.395,0.698,518626,147,Taijuan Walker,0,Citi Field,22,592836,3.43,8.24,6.93,1.20,.242,0.167,0.0,0.5,0.5,0.2,0.0,False
51,8709,Elvis Andrus,OAK,33,0.237,0.298,0.365,0.807,462101,133,Luis Garcia,1,Oakland Coliseum,19,472610,3.43,8.79,9.64,1.26,.252,0.4,0.75,0.333,0.333,0.25,0.333,True
52,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Taijuan Walker,0,Citi Field,22,592836,3.43,8.24,6.93,1.20,.242,0.25,0.5,0.0,0.0,0.0,0.667,True
53,13602,Patrick Wisdom,CHC,30,0.22,0.318,0.441,0.667,621550,112,Bryse Wilson,1,Wrigley Field,24,669060,5.93,11.10,6.06,1.51,.306,0.25,0.333,0.0,0.25,0.25,0.0,True
54,21618,Alec Bohm,PHI,25,0.292,0.327,0.408,0.8,664761,143,Spencer Strider,1,Citizens Bank Park,16,675911,3.11,6.02,13.85,1.05,.185,0.0,0.75,0.75,0.25,0.333,0.5,True
56,19290,Randy Arozarena,TBR,27,0.256,0.315,0.428,0.722,668227,139,Spenser Watkins,0,Oriole Park at Camden Yards,30,657093,4.23,9.58,5.72,1.37,.268,0.625,0.25,0.5,0.0,0.25,0.5,True
57,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Bryan Shaw,1,Fenway Park,3,543766,5.10,8.08,7.65,1.39,.235,0.0,0.25,0.5,0.5,0.0,0.25,False
58,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Dane Dunning,1,T-Mobile Park,27,641540,4.12,8.85,7.93,1.38,.259,0.375,0.333,0.0,0.5,0.25,0.25,True
59,11265,Jonathan Schoop,DET,30,0.202,0.236,0.312,0.753,570731,116,Mike Clevinger,1,Comerica Park,25,605182,3.47,7.59,8.36,1.14,.223,0.222,0.0,0.0,0.0,0.25,0.25,True
60,6184,J.D. Martinez,BOS,34,0.281,0.346,0.443,0.715,502110,111,Bryan Shaw,1,Fenway Park,3,543766,5.10,8.08,7.65,1.39,.235,0.385,0.0,0.0,0.4,0.0,0.0,False
61,18373,Ryan Mountcastle,BAL,25,0.255,0.299,0.435,0.721,663624,110,Shane McClanahan,1,Oriole Park at Camden Yards,30,663556,2.28,6.10,11.05,0.87,.189,0.111,0.25,0.0,0.0,0.0,0.25,False
62,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,Josiah Gray,1,Dodger Stadium,17,680686,4.81,8.01,10.18,1.30,.235,0.0,0.25,0.333,0.0,0.0,0.0,False
63,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Jordan Montgomery,1,Citi Field,22,656756,0.00,4.91,7.36,0.82,.158,0.333,0.0,0.0,0.333,0.0,0.6,True
65,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Dane Dunning,1,T-Mobile Park,27,641540,4.12,8.85,7.93,1.38,.259,0.0,0.5,0.0,0.25,0.0,0.25,False
66,16512,Isiah Kiner-Falefa,NYY,27,0.265,0.31,0.311,0.893,643396,147,Taijuan Walker,0,Citi Field,22,592836,3.43,8.24,6.93,1.20,.242,0.5,0.2,0.25,0.25,1.0,0.25,True
67,14894,Tony Kemp,OAK,30,0.22,0.293,0.312,0.8759999999999999,643393,133,Luis Garcia,1,Oakland Coliseum,19,472610,3.43,8.79,9.64,1.26,.252,0.0,0.667,0.5,0.0,0.25,0.0,True
68,22799,Geraldo Perdomo,ARI,22,0.2,0.295,0.279,0.81,672695,109,Carlos Rodon,1,Chase Field,13,607074,2.95,6.97,11.26,1.06,.211,0.0,0.25,0.0,0.25,0.5,0.0,False
69,10243,Randal Grichuk,COL,30,0.268,0.31,0.429,0.767,545341,115,Michael Kopech,1,Coors Field,1,656629,3.18,6.28,8.25,1.18,.195,1.0,0.25,0.333,0.25,0.0,0.0,True
70,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Frankie Montas,0,Oakland Coliseum,19,593423,9.00,11.25,6.75,1.88,.313,0.367,0.0,0.25,0.25,0.25,0.0,False
71,4314,Joey Votto,CIN,38,0.217,0.335,0.391,0.7240000000000001,458015,113,Pablo Lopez,1,Great American Ball Park,8,641154,3.55,7.72,8.98,1.14,.230,0.667,0.25,0.333,0.0,0.25,0.25,False
72,1744,Miguel Cabrera,DET,39,0.266,0.318,0.328,0.7440000000000001,408234,116,Mike Clevinger,1,Comerica Park,25,605182,3.47,7.59,8.36,1.14,.223,0.238,0.5,0.0,0.25,0.0,0.333,True
73,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,Spencer Strider,1,Citizens Bank Park,16,675911,3.11,6.02,13.85,1.05,.185,0.0,0.5,0.25,0.0,0.0,0.25,False
74,10324,Marcell Ozuna,ATL,31,0.211,0.261,0.391,0.742,542303,144,Aaron Nola,0,Citizens Bank Park,16,605400,3.07,7.13,9.73,0.93,.215,0.289,0.75,0.0,0.25,0.25,0.0,False
