,IDfg,Name,Team,Age,AVG,OBP,SLG,Contact% (pi),BatterIDs,TeamIDs,Pitchers,Home,Ballpark,BallparkNumber,PitcherIDs,era,h9,k9,whip,avg,MatchupAverage,Game 1,Game 2,Game 3,Game 4,Game 5,TestLabels
24,19918,Daulton Varsho,ARI,25,0.241,0.315,0.43,0.782,662139,109,Kyle Wright,0,Truist Park,12,657140,3.14,7.89,8.62,1.17,.235,0.0,0.0,0.0,0.333,0.0,0.75,True
25,12552,Eugenio Suarez,SEA,30,0.226,0.33,0.414,0.6759999999999999,553993,136,Justin Verlander,0,Minute Maid Park,32,434378,1.85,6.15,8.87,0.86,.190,0.118,0.0,0.0,0.333,0.333,0.0,False
26,17548,Taylor Ward,LAA,28,0.266,0.356,0.453,0.782,621493,108,Martin Perez,1,Angel Stadium,4,527048,2.85,7.94,7.81,1.18,.235,0.5,0.0,0.0,0.333,0.0,0.6,False
28,15112,Ryan McMahon,COL,27,0.243,0.339,0.401,0.753,641857,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.316,0.0,0.5,0.333,0.0,0.0,False
29,17929,Cedric Mullins II,BAL,27,0.266,0.324,0.399,0.8170000000000001,656775,110,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,.276,0.0,0.0,0.333,0.333,0.25,0.667,True
30,16472,Rhys Hoskins,PHI,29,0.248,0.338,0.484,0.7609999999999999,656555,143,Jose Quintana,0,PNC Park,10,500779,2.25,6.00,9.75,1.00,.195,0.125,0.4,0.333,0.25,0.0,0.5,True
31,17982,Ty France,SEA,27,0.294,0.363,0.455,0.8340000000000001,664034,136,Justin Verlander,0,Minute Maid Park,32,434378,1.85,6.15,8.87,0.86,.190,0.353,0.333,0.0,1.0,0.4,0.0,True
32,9241,Starling Marte,NYM,33,0.292,0.343,0.458,0.775,516782,121,Sandy Alcantara,0,loanDepot park,20,645261,2.01,6.29,7.86,0.95,.198,0.1,0.4,0.5,0.5,0.0,0.5,True
33,13419,Christian Walker,ARI,31,0.213,0.313,0.456,0.774,572233,109,Kyle Wright,0,Truist Park,12,657140,3.14,7.89,8.62,1.17,.235,0.0,0.0,0.333,0.2,0.2,0.5,False
34,12533,Marcus Semien,TEX,31,0.24,0.3,0.407,0.809,543760,140,Patrick Sandoval,0,Angel Stadium,4,663776,3.42,9.00,9.54,1.49,.260,0.0,0.25,0.0,0.0,0.0,0.25,True
35,3473,Anthony Rizzo,NYY,32,0.224,0.342,0.504,0.7959999999999999,519203,147,Kris Bubic,1,Yankee Stadium,6,663460,5.02,9.52,7.64,1.56,.271,0.5,0.0,0.0,0.5,0.0,0.2,True
36,19755,Shohei Ohtani,LAA,27,0.253,0.345,0.494,0.738,660271,108,Martin Perez,1,Angel Stadium,4,527048,2.85,7.94,7.81,1.18,.235,0.364,0.0,0.333,0.333,0.25,0.0,False
37,17273,Jorge Mateo,BAL,27,0.23,0.277,0.404,0.698,622761,110,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,.276,0.0,0.0,0.5,0.333,0.25,0.5,True
38,15518,Amed Rosario,CLE,26,0.284,0.318,0.407,0.823,642708,114,Jeffrey Springs,0,Tropicana Field,21,605488,2.56,7.90,9.71,1.09,.232,0.5,0.0,0.4,0.4,0.0,0.4,True
39,12546,C.J. Cron,COL,32,0.277,0.33,0.513,0.775,543068,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.35,0.0,0.2,0.0,0.0,0.0,False
40,14344,Matt Olson,ATL,28,0.248,0.337,0.483,0.741,621566,144,Madison Bumgarner,1,Truist Park,12,518516,4.13,9.74,6.49,1.40,.272,0.0,0.333,0.25,0.0,0.0,0.25,False
41,16478,Kyle Schwarber,PHI,29,0.211,0.314,0.501,0.72,656941,143,Jose Quintana,0,PNC Park,10,500779,2.25,6.00,9.75,1.00,.195,0.333,0.4,0.0,0.25,0.0,0.0,True
42,5827,Wilmer Flores,SFG,30,0.252,0.337,0.44,0.8270000000000001,527038,137,Marcus Stroman,1,Oracle Park,9,573186,4.20,8.17,8.39,1.16,.239,0.5,0.0,0.25,0.25,0.0,0.25,True
43,10231,Jose Iglesias,COL,32,0.318,0.356,0.418,0.868,578428,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.5,0.0,0.5,0.0,0.4,0.25,True
44,13152,Jorge Polanco,MIN,28,0.234,0.346,0.409,0.7759999999999999,593871,142,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,.226,0.5,0.0,0.0,0.4,0.25,0.0,False
45,14551,Anthony Santander,BAL,27,0.263,0.342,0.463,0.807,623993,110,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,.276,0.0,0.5,0.25,0.333,0.25,0.25,True
46,17907,Brendan Rodgers,COL,25,0.285,0.333,0.436,0.7829999999999999,663898,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.364,1.0,0.667,0.25,0.0,0.4,True
47,11477,Christian Yelich,MIL,30,0.256,0.361,0.382,0.779,592885,158,Austin Davis,0,Fenway Park,3,656354,4.70,8.61,10.57,1.46,.249,0.5,0.5,0.5,0.25,0.25,0.2,True
48,14854,Mike Yastrzemski,SFG,31,0.225,0.321,0.409,0.797,573262,137,Marcus Stroman,1,Oracle Park,9,573186,4.20,8.17,8.39,1.16,.239,0.0,0.0,0.0,0.0,0.0,0.25,True
49,15491,J.P. Crawford,SEA,27,0.254,0.333,0.353,0.877,641487,136,Justin Verlander,0,Minute Maid Park,32,434378,1.85,6.15,8.87,0.86,.190,0.389,0.5,0.667,0.5,0.0,0.2,False
50,13613,Ketel Marte,ARI,28,0.258,0.341,0.438,0.8059999999999999,606466,109,Kyle Wright,0,Truist Park,12,657140,3.14,7.89,8.62,1.17,.235,1.0,0.5,0.25,0.0,0.25,0.0,False
51,14162,Carlos Correa,MIN,27,0.263,0.339,0.425,0.7809999999999999,621043,142,Blake Snell,0,Petco Park,31,605483,3.96,7.56,11.77,1.33,.226,0.333,0.0,0.2,0.2,0.4,0.0,False
52,11445,Mark Canha,NYM,33,0.262,0.366,0.366,0.789,592192,121,Sandy Alcantara,0,loanDepot park,20,645261,2.01,6.29,7.86,0.95,.198,0.4,0.25,0.0,0.667,0.0,0.0,True
53,19363,Austin Hays,BAL,26,0.263,0.32,0.437,0.7759999999999999,669720,110,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,.276,0.0,0.333,0.0,0.0,0.5,0.25,True
54,16997,Gleyber Torres,NYY,25,0.249,0.302,0.441,0.7340000000000001,650402,147,Kris Bubic,1,Yankee Stadium,6,663460,5.02,9.52,7.64,1.56,.271,0.0,0.333,0.25,0.0,0.5,0.0,True
56,18171,Seth Brown,OAK,29,0.235,0.293,0.455,0.733,664913,133,Lance Lynn,0,Guaranteed Rate Field,23,458681,5.88,9.96,9.35,1.29,.269,0.2,0.0,0.25,0.5,0.5,0.5,True
57,5038,Josh Donaldson,NYY,36,0.226,0.308,0.395,0.698,518626,147,Kris Bubic,1,Yankee Stadium,6,663460,5.02,9.52,7.64,1.56,.271,0.273,0.0,0.25,0.0,0.0,0.5,True
58,8709,Elvis Andrus,OAK,33,0.237,0.298,0.365,0.807,462101,133,Lance Lynn,0,Guaranteed Rate Field,23,458681,5.88,9.96,9.35,1.29,.269,0.2,0.0,0.25,0.75,0.333,0.333,True
59,5297,Aaron Hicks,NYY,32,0.223,0.345,0.312,0.7609999999999999,543305,147,Kris Bubic,1,Yankee Stadium,6,663460,5.02,9.52,7.64,1.56,.271,0.5,0.0,0.25,0.667,0.5,0.0,False
62,15998,Cody Bellinger,LAD,26,0.21,0.267,0.402,0.762,641355,119,Chad Kuhl,0,Coors Field,1,641771,5.16,9.70,6.64,1.52,.273,0.2,0.25,0.25,0.0,0.0,0.25,True
63,19339,Nicky Lopez,KCR,27,0.243,0.298,0.287,0.84,670032,118,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,.211,0.167,0.0,0.0,0.0,0.667,0.5,True
64,17027,Alex Verdugo,BOS,26,0.274,0.317,0.392,0.861,657077,111,Brandon Woodruff,1,Fenway Park,3,605540,3.52,7.63,10.66,1.14,.226,0.0,0.5,0.5,0.0,0.25,0.5,True
65,15223,Adam Frazier,SEA,30,0.243,0.307,0.311,0.8759999999999999,624428,136,Justin Verlander,0,Minute Maid Park,32,434378,1.85,6.15,8.87,0.86,.190,0.316,0.333,0.25,0.333,0.333,0.0,False
66,11265,Jonathan Schoop,DET,30,0.202,0.236,0.312,0.753,570731,116,Alek Manoah,0,Rogers Centre,2,666201,2.56,7.16,8.15,1.02,.217,0.333,0.25,0.5,0.25,0.0,0.0,False
68,18373,Ryan Mountcastle,BAL,25,0.255,0.299,0.435,0.721,663624,110,Mike Minor,0,Great American Ball Park,8,501985,6.24,10.02,7.84,1.56,.276,0.0,0.0,0.2,0.0,0.25,0.0,False
69,13301,Max Muncy,LAD,31,0.179,0.319,0.358,0.7559999999999999,571970,119,Chad Kuhl,0,Coors Field,1,641771,5.16,9.70,6.64,1.52,.273,0.0,0.2,0.0,0.25,0.333,0.0,True
70,6153,Eduardo Escobar,NYM,33,0.22,0.273,0.39,0.753,500871,121,Sandy Alcantara,0,loanDepot park,20,645261,2.01,6.29,7.86,0.95,.198,0.111,0.25,0.25,0.0,0.0,0.333,True
71,7802,Miguel Rojas,MIA,33,0.232,0.286,0.331,0.852,500743,146,Chris Bassitt,1,loanDepot park,20,605135,3.39,7.75,8.93,1.12,.230,0.375,0.25,0.25,0.25,0.25,0.5,True
73,13590,Jesse Winker,SEA,28,0.228,0.346,0.361,0.8170000000000001,608385,136,Justin Verlander,0,Minute Maid Park,32,434378,1.85,6.15,8.87,0.86,.190,0.118,0.0,0.0,0.0,0.5,0.0,True
74,16512,Isiah Kiner-Falefa,NYY,27,0.265,0.31,0.311,0.893,643396,147,Kris Bubic,1,Yankee Stadium,6,663460,5.02,9.52,7.64,1.56,.271,0.0,0.25,0.667,0.2,0.25,0.25,True
75,7859,Charlie Blackmon,COL,35,0.262,0.313,0.439,0.821,453568,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.348,0.25,0.2,0.0,0.333,0.25,False
76,14894,Tony Kemp,OAK,30,0.22,0.293,0.312,0.8759999999999999,643393,133,Lance Lynn,0,Guaranteed Rate Field,23,458681,5.88,9.96,9.35,1.29,.269,0.143,0.75,0.25,0.667,0.5,0.0,True
77,16572,Connor Joe,COL,29,0.246,0.347,0.363,0.809,656582,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.0,0.0,0.0,0.2,0.0,0.0,False
78,10243,Randal Grichuk,COL,30,0.268,0.31,0.429,0.767,545341,115,Julio Urias,1,Coors Field,1,628711,2.49,6.97,8.58,0.97,.210,0.167,0.25,0.333,0.25,0.333,0.25,True
79,19198,Yuli Gurriel,HOU,38,0.24,0.287,0.38,0.86,493329,117,Robbie Ray,1,Minute Maid Park,32,592662,3.90,7.48,10.32,1.19,.225,0.25,0.333,0.5,0.0,0.0,0.25,True
80,15117,Hunter Dozier,KCR,30,0.246,0.311,0.41,0.731,641531,118,Gerrit Cole,0,Yankee Stadium,6,543037,3.38,7.03,11.58,1.02,.211,0.154,0.0,0.333,0.0,0.5,0.0,False
81,11342,Jesus Aguilar,MIA,32,0.238,0.285,0.386,0.745,542583,146,Chris Bassitt,1,loanDepot park,20,605135,3.39,7.75,8.93,1.12,.230,0.333,0.75,0.0,0.0,0.2,0.25,False
82,10556,Cesar Hernandez,WSN,32,0.239,0.303,0.305,0.813,514917,120,Miles Mikolas,1,Nationals Park,29,571945,3.50,8.09,6.88,1.09,.239,0.4,0.333,0.25,0.5,0.0,0.0,True
83,18607,Jared Walsh,LAA,28,0.222,0.269,0.387,0.755,665120,108,Martin Perez,1,Angel Stadium,4,527048,2.85,7.94,7.81,1.18,.235,0.0,0.0,0.25,0.0,0.5,0.2,False
84,11200,Kole Calhoun,TEX,34,0.211,0.269,0.363,0.654,594777,140,Patrick Sandoval,0,Angel Stadium,4,663776,3.42,9.00,9.54,1.49,.260,0.5,0.0,0.0,0.0,0.0,0.5,True
86,2434,Nelson Cruz,WSN,41,0.233,0.316,0.34,0.703,443558,120,Miles Mikolas,1,Nationals Park,29,571945,3.50,8.09,6.88,1.09,.239,0.0,0.0,0.5,0.0,0.0,0.0,True
88,11737,Nick Castellanos,PHI,30,0.256,0.304,0.378,0.695,592206,143,Jose Quintana,0,PNC Park,10,500779,2.25,6.00,9.75,1.00,.195,0.289,0.6,0.25,0.0,0.5,0.25,True
89,10324,Marcell Ozuna,ATL,31,0.211,0.261,0.391,0.742,542303,144,Madison Bumgarner,1,Truist Park,12,518516,4.13,9.74,6.49,1.40,.272,0.217,0.25,0.0,0.75,0.0,0.25,False
